cd_cnpj;nu_ordem;cd_ramo_atividade;de_ramo_atividade;chave_cnae
14178068000170;0;1749400;FABRICACAO DE PRODUTOS DE PASTAS CELULOSICAS, PAPEL, CARTOLINA, PAPELCARTAO E PAPELAO ONDULADO NAO ESPECIFICADOS ANTERIORMENTE;17
05529755000100;0;4321500;INSTALACAO E MANUTENCAO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILACAO E REFRIGERACAO;43
05529755000100;1;4322301;INSTALACAO E MANUTENCAO ELETRICA;43
05529755000100;2;4322302;INSTALACOES DE SISTEMA DE PREVENCAO CONTRA INCENDIO;43
05529755000100;3;4322303;INSTALACOES HIDRAULICAS, SANITARIAS E DE GAS;43
05529755000100;4;7820500;LOCACAO DE MAODEOBRA TEMPORARIA;78
13890803000100;0;5612100;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR;56
13890803000100;1;5620104;SERVICOS AMBULANTES DE ALIMENTACAO;56
14620717000140;0;4617600;COMERCIO ATACADISTA DE LEITE E LATICINIOS;46
14620717000140;1;4631100;COMERCIO ATACADISTA DE PRODUTOS ALIMENTICIOS EM GERAL;46
14620717000140;2;4639701;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE PRODUTOS ALIMENTICIOS, BEBIDAS E FUMO;46
14620717000140;3;4930202;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;49
15590074000100;0;5611201;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;56
15590074000100;1;5611203;RESTAURANTES E SIMILARES;56
02614634000160;0;4721102;PADARIA E CONFEITARIA COM PREDOMINANCIA DE REVENDA;47
11750032000120;0;1412602;CONFECCAO, SOB MEDIDA, DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS;14
11750032000120;1;8592999;ENSINO DE ARTE E CULTURA NAO ESPECIFICADO ANTERIORMENTE;85
12557067000100;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
74085382000130;0;6399200;AGENCIAMENTO DE PROFISSIONAIS PARA ATIVIDADES ESPORTIVAS, CULTURAIS E ARTISTICAS;63
74085382000130;1;7410299;ATIVIDADES DE DESIGN NAO ESPECIFICADAS ANTERIORMENTE;74
74085382000130;2;7490105;OUTRAS ATIVIDADES DE PRESTACAO DE SERVICOS DE INFORMACAO NAO ESPECIFICADAS ANTERIORMENTE;74
74085382000130;3;7490199;OUTRAS ATIVIDADES DE SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS NAO ESPECIFICADAS ANTERIORMENTE;74
74085382000130;4;8299799;OUTRAS ATIVIDADES PROFISSIONAIS, CIENTIFICAS E TECNICAS NAO ESPECIFICADAS ANTERIORMENTE;82
12658201000160;0;1093701;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;10
12658201000160;1;4723700;COMERCIO VAREJISTA DE BEBIDAS;47
12658201000160;2;4729699;COMERCIO VAREJISTA DE EQUIPAMENTOS PARA ESCRITORIO;47
12658201000160;3;4781400;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;47
12658201000160;4;4789007;FABRICACAO DE PRODUTOS DERIVADOS DO CACAU E DE CHOCOLATES;47
14851445000190;0;4520007;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;45
14851445000190;1;4530703;SERVICOS DE INSTALACAO, MANUTENCAO E REPARACAO DE ACESSORIOS PARA VEICULOS AUTOMOTORES;45
10801729000110;0;1821100;SERVICOS DE ACABAMENTOS GRAFICOS, EXCETO ENCADERNACAO E PLASTIFICACAO;18
10801729000110;1;1822999;SERVICOS DE PREIMPRESSAO;18
12704377000100;0;4712100;COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS;47
12704377000100;1;4744001;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;47
10892150000100;0;0151201;CRIACAO DE ASININOS E MUARES;01
10892150000100;1;0151202;CRIACAO DE BOVINOS PARA CORTE;01
10892150000100;2;0152101;CRIACAO DE BOVINOS PARA LEITE;01
10892150000100;3;0152102;CRIACAO DE BUFALINOS;01
10892150000100;4;0152103;CRIACAO DE EQUINOS;01
07843714000100;0;2840200;FABRICACAO DE CABINES, CARROCERIAS E REBOQUES PARA OUTROS VEICULOS AUTOMOTORES, EXCETO CAMINHOES E ONIBUS;28
07843714000100;1;2930103;FABRICACAO DE MAQUINASFERRAMENTA, PECAS E ACESSORIOS;29
07843714000100;2;4520001;SERVICOS DE BORRACHARIA PARA VEICULOS AUTOMOTORES;45
07843714000100;3;4520002;SERVICOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEICULOS AUTOMOTORES;45
07843714000100;4;4520006;SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES;45
13381517000110;0;7319099;OUTRAS ATIVIDADES DE PUBLICIDADE NAO ESPECIFICADAS ANTERIORMENTE;73
15234348000110;0;8130300;ATIVIDADES PAISAGISTICAS;81
15235141000160;0;1340599;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;13
15235141000160;1;1412601;COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS;14
15235141000160;2;3299099;CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA;32
15235141000160;3;4781400;FABRICACAO DE PRODUTOS DIVERSOS NAO ESPECIFICADOS ANTERIORMENTE;47
15235141000160;4;4789001;OUTROS SERVICOS DE ACABAMENTO EM FIOS, TECIDOS, ARTEFATOS TEXTEIS E PECAS DO VESTUARIO;47
10805850000110;0;8599601;FORMACAO DE CONDUTORES;85
12399089000190;0;4763604;COMERCIO VAREJISTA DE ANIMAIS VIVOS E DE ARTIGOS E ALIMENTOS PARA ANIMAIS DE ESTIMACAO;47
12399089000190;1;4789004;COMERCIO VAREJISTA DE ARTIGOS DE CACA, PESCA E CAMPING;47
12290922000160;0;4330404;SERVICOS DE PINTURA DE EDIFICIOS EM GERAL;43
33870163027970;0;6421200;BANCOS COMERCIAIS;64
63492698000120;0;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;47
05418250000160;0;6462000;ALUGUEL DE IMOVEIS PROPRIOS;64
05418250000160;1;6810201;ATIVIDADES DE INTERMEDIACAO E AGENCIAMENTO DE SERVICOS E NEGOCIOS EM GERAL, EXCETO IMOBILIARIOS;68
05418250000160;2;6810202;COMPRA E VENDA DE IMOVEIS PROPRIOS;68
05418250000160;3;7490104;HOLDINGS DE INSTITUICOES NAOFINANCEIRAS;74
77070639000330;0;0810001;ATIVIDADES DE APOIO A EXTRACAO DE MINERAIS NAOMETALICOS;08
77070639000330;1;0990403;EXTRACAO DE ARDOSIA E BENEFICIAMENTO ASSOCIADO;09
02692619000130;0;7119701;SERVICOS DE CARTOGRAFIA, TOPOGRAFIA E GEODESIA;71
01395064000100;0;4761003;COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA;47
69275956000100;0;8112500;CONDOMINIOS PREDIAIS;81
13050439000170;0;4530703;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;45
13050439000170;1;4530705;COMERCIO A VAREJO DE PECAS E ACESSORIOS PARA MOTOCICLETAS E MOTONETAS;45
13050439000170;2;4541205;COMERCIO A VAREJO DE PNEUMATICOS E CAMARASDEAR;45
13050439000170;3;4789099;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;47
12109543000120;0;4712100;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
12109543000120;1;4781400;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;47
06291979000180;0;2930101;FABRICACAO DE CABINES, CARROCERIAS E REBOQUES PARA CAMINHOES;29
60701190086220;0;6422100;BANCOS MULTIPLOS, COM CARTEIRA COMERCIAL;64
14278977000180;0;8299707;EXPLORACAO DE JOGOS ELETRONICOS RECREATIVOS;82
14278977000180;1;9329804;SALAS DE ACESSO A INTERNET;93
06969710000100;0;4772500;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;47
14557688000110;0;4772500;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;47
14557688000110;1;4781400;CABELEIREIROS, MANICURE E PEDICURE;47
14557688000110;2;4789001;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
14557688000110;3;9602501;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;96
14557688000110;4;9602502;COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS;96
42935247000140;0;4721102;PADARIA E CONFEITARIA COM PREDOMINANCIA DE REVENDA;47
14565232000100;0;1091101;FABRICACAO DE PRODUTOS DE PANIFICACAO INDUSTRIAL;10
12100532000180;0;4330403;COMERCIO VAREJISTA DE VIDROS;43
12100532000180;1;4743100;OBRAS DE ACABAMENTO EM GESSO E ESTUQUE;47
16664297000120;0;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS;94
16708103000140;0;9602502;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;96
14380134000190;0;4617600;OUTROS REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO ESPECIALIZADO EM PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;46
14380134000190;1;4618401;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MEDICAMENTOS, COSMETICOS E PRODUTOS DE PERFUMARIA;46
14380134000190;2;4618499;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE PRODUTOS ALIMENTICIOS, BEBIDAS E FUMO;46
12758501000110;0;4722901;COMERCIO VAREJISTA DE CARNES  ACOUGUES;47
12094128000140;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
12217871000140;0;7410202;ATIVIDADES PAISAGISTICAS;74
12217871000140;1;8130300;DESIGN DE INTERIORES;81
13603535000360;0;5211701;ARMAZENS GERAIS  EMISSAO DE WARRANT;52
12298958000190;0;4672900;COMERCIO ATACADISTA DE FERRAGENS E FERRAMENTAS;46
12298958000190;1;4743100;COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS;47
12298958000190;2;4744001;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE;47
12298958000190;3;4744005;COMERCIO VAREJISTA DE VIDROS;47
14369689000130;0;2071100;FABRICACAO DE TINTAS, VERNIZES, ESMALTES E LACAS;20
15306208000100;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
14153034000120;0;5612100;SERVICOS AMBULANTES DE ALIMENTACAO;56
13598161000170;0;4751200;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO;47
13598161000170;1;4753900;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;47
13598161000170;2;9511800;REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS;95
13106883000160;0;4751202;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO;47
13106883000160;1;4753900;RECARGA DE CARTUCHOS PARA EQUIPAMENTOS DE INFORMATICA;47
13106883000160;2;9511800;REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS;95
13223335000110;0;1412602;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;14
13223335000110;1;4781400;CONFECCAO, SOB MEDIDA, DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS;47
11249023000150;0;9491000;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;94
11249023000150;1;9499500;ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS;94
12582985000190;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
15793587000100;0;1091102;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;10
15793587000100;1;4712100;FABRICACAO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINANCIA DE PRODUCAO PROPRIA;47
15793587000100;2;5611203;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;56
15903443000160;0;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS;94
13653039000150;0;4520001;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;45
13653039000150;1;4520007;SERVICOS DE INSTALACAO, MANUTENCAO E REPARACAO DE ACESSORIOS PARA VEICULOS AUTOMOTORES;45
13653039000150;2;4530703;SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES;45
13983857000110;0;5611202;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;56
13983857000110;1;5611203;CANTINAS  SERVICOS DE ALIMENTACAO PRIVATIVOS;56
13983857000110;2;5620103;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;56
15910584000100;0;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS;94
37073160000170;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
08441551000100;0;0133499;CRIACAO DE BOVINOS PARA LEITE;01
08441551000100;1;0151202;CRIACAO DE BOVINOS, EXCETO PARA CORTE E LEITE;01
08441551000100;2;0151203;CULTIVO DE FRUTAS DE LAVOURA PERMANENTE NAO ESPECIFICADAS ANTERIORMENTE;01
15136283000170;0;2092402;ARTES CENICAS, ESPETACULOS E ATIVIDADES COMPLEMENTARES NAO ESPECIFICADAS ANTERIORMENTE;20
15136283000170;1;4684299;COMERCIO ATACADISTA DE OUTROS PRODUTOS QUIMICOS E PETROQUIMICOS NAO ESPECIFICADOS ANTERIORMENTE;46
15136283000170;2;4789006;COMERCIO VAREJISTA DE FOGOS DE ARTIFICIO E ARTIGOS PIROTECNICOS;47
15136283000170;3;4930203;FABRICACAO DE ARTIGOS PIROTECNICOS;49
15136283000170;4;9001999;TRANSPORTE RODOVIARIO DE PRODUTOS PERIGOSOS;90
08922583000110;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
08922583000110;1;5320202;SERVICOS DE ENTREGA RAPIDA;53
17000048000100;0;4651601;COMERCIO ATACADISTA DE COMPONENTES ELETRONICOS E EQUIPAMENTOS DE TELEFONIA E COMUNICACAO;46
17000048000100;1;4651602;COMERCIO ATACADISTA DE EQUIPAMENTOS DE INFORMATICA;46
17000048000100;2;4652400;COMERCIO ATACADISTA DE SUPRIMENTOS PARA INFORMATICA;46
17000048000100;3;4751200;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICACAO;47
17000048000100;4;4752100;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;47
17002523000170;0;9602501;CABELEIREIROS, MANICURE E PEDICURE;96
17011730000190;0;5320202;OUTRAS ATIVIDADES DE SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS NAO ESPECIFICADAS ANTERIORMENTE;53
17011730000190;1;8299799;SERVICOS DE ENTREGA RAPIDA;82
17032161000160;0;4723700;COMERCIO VAREJISTA DE BEBIDAS;47
17032161000160;1;4729699;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;47
19721463000170;0;9420100;ATIVIDADES DE ORGANIZACOES SINDICAIS;94
13697133000100;0;5620104;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR;56
07316672000150;0;4110700;CONSTRUCAO DE EDIFICIOS;41
07316672000150;1;4120400;CONSTRUCAO DE REDES DE ABASTECIMENTO DE AGUA, COLETA DE ESGOTO E CONSTRUCOES CORRELATAS, EXCETO OBRAS DE IRRIGACAO;41
07316672000150;2;4221903;INCORPORACAO DE EMPREENDIMENTOS IMOBILIARIOS;42
07316672000150;3;4222701;MANUTENCAO DE REDES DE DISTRIBUICAO DE ENERGIA ELETRICA;42
07316672000150;4;4299599;OUTRAS OBRAS DE ENGENHARIA CIVIL NAO ESPECIFICADAS ANTERIORMENTE;42
07928352000150;0;4789008;ATIVIDADES DE PRODUCAO DE FOTOGRAFIAS, EXCETO AEREA E SUBMARINA;47
07928352000150;1;7420001;COMERCIO VAREJISTA DE ARTIGOS FOTOGRAFICOS E PARA FILMAGEM;74
07928352000150;2;9521500;REPARACAO E MANUTENCAO DE EQUIPAMENTOS ELETROELETRONICOS DE USO PESSOAL E DOMESTICO;95
90958232000220;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
09453642000110;0;5611201;RESTAURANTES E SIMILARES;56
13796780000170;0;4772500;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
13796780000170;1;4781400;COMERCIO VAREJISTA DE CALCADOS;47
13796780000170;2;4782201;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;47
13796780000170;3;4789001;COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS;47
13796780000170;4;7319002;PROMOCAO DE VENDAS;73
13765085000140;0;4789099;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;47
07153916000120;0;4110700;ALUGUEL DE IMOVEIS PROPRIOS;41
07153916000120;1;6462000;HOLDINGS DE INSTITUICOES NAOFINANCEIRAS;64
07153916000120;2;6810202;INCORPORACAO DE EMPREENDIMENTOS IMOBILIARIOS;68
13808832000180;0;1629301;COMERCIO VAREJISTA DE DISCOS, CDS, DVDS E FITAS;16
13808832000180;1;4761001;COMERCIO VAREJISTA DE LIVROS;47
13808832000180;2;4762800;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;47
13808832000180;3;4789001;COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS;47
13808832000180;4;4789099;FABRICACAO DE ARTEFATOS DIVERSOS DE MADEIRA, EXCETO MOVEIS;47
07476611000150;0;9430800;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;94
07476611000150;1;9493600;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;94
07476611000150;2;9499500;ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE;94
13737399000130;0;4689301;COMERCIO ATACADISTA DE PRODUTOS DA EXTRACAO MINERAL, EXCETO COMBUSTIVEIS;46
13737399000130;1;4783101;COMERCIO VAREJISTA DE ARTIGOS DE JOALHERIA;47
09546963000160;0;4330403;OBRAS DE ACABAMENTO EM GESSO E ESTUQUE;43
09414940000100;0;4713002;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;47
09414940000100;1;4755502;LOJAS DE VARIEDADES, EXCETO LOJAS DE DEPARTAMENTOS OU MAGAZINES;47
08458714000150;0;8112500;CONDOMINIOS PREDIAIS;81
07527166000100;0;6463800;ALUGUEL DE IMOVEIS PROPRIOS;64
07527166000100;1;6810201;COMPRA E VENDA DE IMOVEIS PROPRIOS;68
07527166000100;2;6810202;OUTRAS SOCIEDADES DE PARTICIPACAO, EXCETO HOLDINGS;68
06282336000170;0;4679699;COMERCIO ATACADISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;46
06282336000170;1;4930202;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;49
14619235000170;0;1093701;COMERCIO VAREJISTA DE ARTIGOS DE CACA, PESCA E CAMPING;10
14619235000170;1;4712100;COMERCIO VAREJISTA DE BICICLETAS E TRICICLOS, PECAS E ACESSORIOS;47
14619235000170;2;4744001;COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS;47
14619235000170;3;4763603;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;47
14619235000170;4;4763604;FABRICACAO DE PRODUTOS DERIVADOS DO CACAU E DE CHOCOLATES;47
03434299000180;0;7020400;ATIVIDADES DE CONSULTORIA EM GESTAO EMPRESARIAL, EXCETO CONSULTORIA TECNICA ESPECIFICA;70
03434299000180;1;7490104;ATIVIDADES DE INTERMEDIACAO E AGENCIAMENTO DE SERVICOS E NEGOCIOS EM GERAL, EXCETO IMOBILIARIOS;74
03305349000120;0;5611203;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;56
02698070000190;0;6202300;ALUGUEL DE MAQUINAS E EQUIPAMENTOS PARA ESCRITORIOS;62
02698070000190;1;6209100;DESENVOLVIMENTO E LICENCIAMENTO DE PROGRAMAS DE COMPUTADOR CUSTOMIZAVEIS;62
02698070000190;2;6311900;PORTAIS, PROVEDORES DE CONTEUDO E OUTROS SERVICOS DE INFORMACAO NA INTERNET;63
02698070000190;3;6319400;SUPORTE TECNICO, MANUTENCAO E OUTROS SERVICOS EM TECNOLOGIA DA INFORMACAO;63
02698070000190;4;7733100;TRATAMENTO DE DADOS, PROVEDORES DE SERVICOS DE APLICACAO E SERVICOS DE HOSPEDAGEM NA INTERNET;77
05265060000230;0;8599601;FORMACAO DE CONDUTORES;85
02170387000150;0;8219999;PREPARACAO DE DOCUMENTOS E SERVICOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NAO ESPECIFICADOS ANTERIORMENTE;82
05493714000100;0;1064300;FABRICACAO DE FARINHA DE MILHO E DERIVADOS, EXCETO OLEOS DE MILHO;10
14041521000100;0;5620101;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA EMPRESAS;56
13925692000120;0;4755501;COMERCIO VAREJISTA DE TECIDOS;47
14183871000100;0;5611201;RESTAURANTES E SIMILARES;56
02166162000120;0;6470101;FUNDOS DE INVESTIMENTO, EXCETO PREVIDENCIARIOS E IMOBILIARIOS;64
14399046000130;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
02718235000220;0;9319101;OUTRAS ATIVIDADES ESPORTIVAS NAO ESPECIFICADAS ANTERIORMENTE;93
02718235000220;1;9319199;PRODUCAO E PROMOCAO DE EVENTOS ESPORTIVOS;93
01203962000100;0;9430800;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;94
01203962000100;1;9493600;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;94
01203962000100;2;9499500;ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE;94
03469865000190;0;4311801;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;43
03469865000190;1;4311802;DEMOLICAO DE EDIFICIOS E OUTRAS ESTRUTURAS;43
03469865000190;2;4313400;OBRAS DE TERRAPLENAGEM;43
03469865000190;3;4744099;PREPARACAO DE CANTEIRO E LIMPEZA DE TERRENO;47
15123803000100;0;4520002;SERVICOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEICULOS AUTOMOTORES;45
00526011000100;0;2342702;FABRICACAO DE ARTEFATOS DE CERAMICA E BARRO COZIDO PARA USO NA CONSTRUCAO, EXCETO AZULEJOS E PISOS;23
13930210000120;0;4789002;ALUGUEL DE OUTROS OBJETOS PESSOAIS E DOMESTICOS NAO ESPECIFICADOS ANTERIORMENTE;47
13930210000120;1;7729299;COMERCIO VAREJISTA DE PLANTAS E FLORES NATURAIS;77
13950635000100;0;4772500;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
13950635000100;1;4781400;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;47
13951007000130;0;4712100;COMERCIO VAREJISTA DE HORTIFRUTIGRANJEIROS;47
13951007000130;1;4721103;COMERCIO VAREJISTA DE LATICINIOS E FRIOS;47
13951007000130;2;4724500;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;47
16010736000180;0;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS;94
34376780000190;0;8112500;CONDOMINIOS PREDIAIS;81
11744911000140;0;2539001;SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES;25
11744911000140;1;4520001;SERVICOS DE USINAGEM, TORNEARIA E SOLDA;45
07894583000190;0;4674500;COMERCIO ATACADISTA DE CIMENTO;46
07894583000190;1;4744005;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE;47
13458653000160;0;4399103;OBRAS DE ALVENARIA;43
03952776000280;0;4922101;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, COM ITINERARIO FIXO, INTERMUNICIPAL, EXCETO EM REGIAO METROPOLITANA;49
15167783000170;0;4321500;INSTALACAO E MANUTENCAO ELETRICA;43
15167783000170;1;4322301;INSTALACOES HIDRAULICAS, SANITARIAS E DE GAS;43
15538417000180;0;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS;94
14428313000150;0;4637199;COMERCIO ATACADISTA DE PRODUTOS ALIMENTICIOS EM GERAL;46
14428313000150;1;4639701;COMERCIO ATACADISTA ESPECIALIZADO EM OUTROS PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;46
09160576000190;0;4782201;COMERCIO VAREJISTA DE ARTIGOS DE VIAGEM;47
09160576000190;1;4782202;COMERCIO VAREJISTA DE CALCADOS;47
34028316234600;0;5310501;ATIVIDADES DO CORREIO NACIONAL;53
26140756000120;0;8411600;ADMINISTRACAO PUBLICA EM GERAL;84
05581128000290;0;4930202;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;49
16871715000150;0;1412602;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;14
16871715000150;1;1412603;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;14
16871715000150;2;4755501;COMERCIO VAREJISTA DE TECIDOS;47
